AcctCode;AcctName
9159105;COMPRA PALETAS
9159106;COMPRA EQUIPOS MENORES
9159107;UTILES DE LABORATORIO
9159108;ESPECIE VALORADA
9159109;OPCION DE COMPRA DE LEASING
9159110;GASTOS ESTACIONAMIENTO Y PEAJES
9159111;GASOLINA
9159112;MOVILIDAD
9159113;COMBUSTIBLE MONTACARGA
9159114;GASTOS CON BOLETAS DE VENTA
9159115;OTRAS CARGAS DIVERSAS DE GESTION
9159116;COSTO MUESTRAS
9159117;POR REGULARIZACION DE INVENTARIO
9159118;GASTOS POR PROYECTO
9159119;GASTOS POR SERVICIOS POLITHANE
9159120;MULTAS
9159121;GASTOS POR SERVICIOS LTI
9159201;MULTAS ADMINISTRATIVAS
9159301;COMISIONES
9159302;COMPRA EQUIPOS MENORES
9159303;GASTOS CON BOLETAS DE VENTA
9159304;GASTOS POR PROYECTO
9159305;GASTOS NO DEDUCICLES
9159306;ESTACIONAMIENTO Y PEAJES CAMIONES
9159307;ESTACIONAMIENTO Y PEAJES VEHICULOS
9159308;POR REGULARIZACION DE INVENTARIO
9159309;OTRAS CARGAS DIVERSAS DE GESTION
9181101;DEPRECIACIÓN DE INVERSIONES INMOBILIARIAS
9181111;COSTO
9181121;REVALUACIÓN
9181131;COSTO DE FINANCIACIÓN
9181201;DEPRECIACIÓN DE EDIFICACIONES ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO
9181301;EDIFICACIONES
9181302;INSTALACIONES
9181303;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
9181304;EQUIPO DE TRANSPORTE
9181305;MUEBLES Y ENSERES
9181306;EQUIPOS DIVERSOS
9181307;HERRAMIENTAS Y UNIDADES DE REEMPLAZO
9182101;AMORTIZACIÓN DE INTANGIBLES ADQUIRIDOS
9182111;COSTO
9182112;REVALUACIÓN
9182113;COSTO DE FINANCIACIÓN
9182211;COSTO
9182212;REVALUACIÓN
9182213;COSTO DE FINANCIACIÓN
9182221;COSTO
9182222;REVALUACIÓN
9182223;COSTO DE FINANCIACIÓN
9182231;COSTO
9182232;REVALUACIÓN
9182251;COSTO
9182252;REVALUACIÓN
9182253;DEPREC. DE EQUIPOS COMPUTO - ARRENDAMIENTO FINANCIERO
9182254;REVALUACIÓN DE EQUIPOS COMPUTO - ARRENDAMIENTO FINANCIERO
9183111;COSTO
9183112;REVALUACIÓN
9183121;COSTO
9183122;REVALUACIÓN
9183131;COSTO
9183132;REVALUACIÓN
9183151;COSTO
9183152;REVALUACIÓN
9184101;ESTIMACIÓN DE CUENTAS DE COBRANZA DUDOSA
9184111;EDIFICACIONES
9184112;INSTALACIONES
9184121;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
9184131;UNIDADES DE TRANSPORTE
9184141;MUEBLES Y ENSERES
9184151;EQUIPOS DIVERSOS
9184152;EQUIPOS DE COMPUTO
9184161;HERRAMIENTAS Y UNIDADES DE REEMPLAZO
9184201;DESVALORIZACIÓN DE EXISTENCIAS
9184211;EDIFICACIONES
9184221;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
9184231;UNIDADES DE TRANSPORTE
9184241;MUEBLES Y ENSERES
9184251;EQUIPOS DIVERSOS
9184261;HERRAMIENTAS Y UNIDADES DE REEMPLAZO
9184301;DESVALORIZACIÓN DE INVERSIONES INMOBILIARIAS
9184311;EDIFICACIONES
9184321;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
9185111;ACTIVOS BIOLÓGICOS DE ORIGEN ANIMAL
9185112;ACTIVOS BIOLÓGICOS DE ORIGEN VEGETAL
9185211;ACTIVOS BIOLÓGICOS DE ORIGEN ANIMAL
9185221;ACTIVOS BIOLÓGICOS DE ORIGEN VEGETAL
9186101;PROVISIÓN PARA LITIGIOS
9186102;OTRAS PROVISIONES
9186111;CONCESIONES, LICENCIAS Y OTROS DERECHOS
9186121;PATENTES Y PROPIEDAD INDUSTRIAL
9186131;PROGRAMAS DE COMPUTADORA (SOFTWARE)
9186141;COSTOS DE EXPLORACIÓN Y DESARROLLO
9186151;FÓRMULAS, DISEÑOS Y PROTOTIPOS
9186191;OTROS ACTIVOS INTANGIBLES
9186211;CONCESIONES, LICENCIAS Y OTROS DERECHOS
9186221;PATENTES Y PROPIEDAD INDUSTRIAL
9186231;PROGRAMAS DE COMPUTADORA (SOFTWARE)
9186241;COSTOS DE EXPLORACIÓN Y DESARROLLO
9186251;FÓRMULAS, DISEÑOS Y PROTOTIPOS
9186291;OTROS ACTIVOS INTANGIBLES
9187111;CUENTAS POR COBRAR COMERCIALES – TERCEROS
9187121;CUENTAS POR COBRAR COMERCIALES – RELACIONADAS
9187131;CUENTAS POR COBRAR AL PERSONAL, A LOS ACCIONISTAS (SOCIOS) Y DIRECTORES
9187141;CUENTAS POR COBRAR DIVERSAS – TERCEROS
9187151;CUENTAS POR COBRAR DIVERSAS – RELACIONADAS
9187313;INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO
9187321;INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DERECHO PATRIMONIAL
9188121;EDIFICACIONES
9188131;CONSTRUCCIONES EN CURSO
9188201;PLANTA PRODUCTORA EN PRODUCCIÓN
9188211;PLANTA PRODUCTORA EN DESARROLLO
9188221;TERRENOS
9188231;EDIFICACIONES
9188241;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
9188251;UNIDADES DE TRANSPORTE
9188261;MUEBLES Y ENSERES
9188271;EQUIPOS DIVERSOS
9188281;HERRAMIENTAS Y UNIDADES DE REEMPLAZO
9188301;PLANTA PRODUCTORA EN PRODUCCIÓN
9188311;PLANTA PRODUCTORA EN DESARROLLO
9188321;TERRENOS
9188331;EDIFICACIONES
9188341;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
9188351;UNIDADES DE TRANSPORTE
9188361;MUEBLES Y ENSERES
9188371;EQUIPOS DIVERSOS
9188381;HERRAMIENTAS Y UNIDADES DE REEMPLAZO
9188411;CONCESIONES, LICENCIAS Y OTROS DERECHOS
9188421;PATENTES Y PROPIEDAD INDUSTRIAL
9188431;PROGRAMAS DE COMPUTADORA (SOFTWARE)
9188441;COSTOS DE EXPLORACIÓN Y DESARROLLO
9188451;FÓRMULAS, DISEÑOS Y PROTOTIPOS
9188461;OTROS ACTIVOS INTANGIBLES
9188471;PLUSVALÍA MERCANTIL
9188911;ACTIVOS BIOLÓGICOS DE ORIGEN ANIMAL
9188921;ACTIVOS BIOLÓGICOS DE ORIGEN VEGETAL
9189111;PROVISIÓN PARA LITIGIOS – COSTO
9189121;PROVISIÓN PARA LITIGIOS – ACTUALIZACIÓN FINANCIERA
9189211;PROVISIÓN POR DESMANTELAMIENTO, RETIRO O REHABILITACIÓN DEL INMOVILIZADO – COSTO
9189221;PROVISIÓN POR DESMANTELAMIENTO, RETIRO O REHABILITACIÓN DEL INMOVILIZADO – ACTUALIZACIÓN FINANCIERA
9189301;PROVISIÓN PARA REESTRUCTURACIONES
9189401;PROVISIÓN PARA PROTECCIÓN Y REMEDIACIÓN DEL MEDIO AMBIENTE
9189411;PROVISIÓN PARA PROTECCIÓN Y REMEDIACIÓN DEL MEDIO AMBIENTE – COSTO
9189421;PROVISIÓN PARA PROTECCIÓN Y REMEDIACIÓN DEL MEDIO AMBIENTE – ACTUALIZACIÓN FINANCIERA
9189611;PROVISIÓN PARA GARANTÍAS – COSTO
9189621;PROVISIÓN PARA GARANTÍAS – ACTUALIZACIÓN FINANCIERA
9189711;PROVISIÓN POR ACTIVOS POR DERECHO DE USO ARRENDAMIENTO OPERATIVO
9189721;PROVISIÓN POR ACTIVOS POR DERECHO DE USO ARRENDAMIENTO OPERATIVO - ACTUALIZACIÓN FINANCIERA
9221101;SUELDOS
9221201;COMISIONES
9221301;REMUNERACIONES EN ESPECIE
9221401;GRATIFICACIONES
9221402;GRATIFICACIONES EXTRAORDINARIAS
9221501;VACACIONES
9222101;BONIFICACIÓN ESPECIAL
9222102;PRACTICAS PRE-PROFESIONALES
9222103;GRATIFICACION EXTRAORDINARIA
9222104;INCENTIVOS
9222105;OTRAS REMUNERACIONES
9223101;INDEMNIZACIONES AL PERSONAL
9224101;CAPACITACIÓN
9225101;ATENCIÓN AL PERSONAL
9225102;EVENTOS PARA EL PERSONAL
9225103;MOVILIDAD VIATICOS
9227101;ESSALUD
9227102;SEGUROS DE PERSONAL
9227103;IES
9227104;SEGURO DE VIDA
9227105;SEGUROS PARTICULARES DE PRESTACIONES DE SALUD - EPS Y OTROS PARTICULARES
9228101;REMUNERACIONES AL DIRECTORIO
9229101;COMPENSACIÓN POR TIEMPO DE SERVICIO
9231101;TRANSPORTE DE MERCADERÍA
9231102;GASTOS ALMACEN GAMBETA
9231103;GASTOS ALMACEN VENTANILLA
9231104;GASTOS DE ALMACEN TRANSGROUP
9231105;GASTOS DE ALMACEN RANSA
9231106;GASTOS DE ALMACEN CONDESA
9231107;GASTOS DE ALMACEN MILLER
9231108;GASTOS DE ALMACEN NEPTUNIA
9231109;GASTOS DE ALMACENES VARIOS
9231110;MOVILIDAD ADMINISTRACION
9231111;MOVILIDAD OUTSORCING MKT
9231112;GASTOS VIAJES NACIONALES
9231113;GASTOS VIAJES INTERNACIONALES
9231201;CORREOS
9231202;TELÉFONO FIJO
9231203;TELÉFONO MOVIL
9231204;NEXTEL
9231205;MENSAJERIA Y COURRIER
9231206;OTROS GASTOS TELECOMUNICACIONES
9232101;ASESORIA FINANCIERA
9232102;COMISIONES
9232103;GASTOS NOTARIALES Y REGISTRALES
9232104;SERV.EMPASTES DE LIBROS
9232105;ASESORIA CONTABLE
9232106;ASESORIA TRIBUTARIA
9232107;AUDITORIA
9232108;ASESORIA COMERCIAL
9232109;INVESTIGACION DE MERCADO
9232110;ANALISIS DE PRODUCTOS QUIMICOS
9232111;ASESORIA LEGAL
9232112;ASESORIA LOGISTICA Y GESTION
9232113;ASESORIA POR DESARROLLO ORGANIZACIONAL
9232114;ASESORIA POR PLANEAMIENTO ESTRATÉGICO
9232115;CERTIFICACION
9232116;SERVICIOS ADMINISTRATIVOS
9232117;OTROS GASTOS LEGALES
9234101;MANTENIMIENTO MAQUINARIA Y MOBILIARIO
9234102;MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE COMPUTO
9234103;SERVICIO TECNICO Y SOPORTE
9234104;MANTENIMIENTO Y REPARACIÓN DE VEHICULOS
9234105;MANTENIMIENTO Y REPARACIÓN DE LOCAL
9234106;MANTENIMIENTO DE MONTACARGA
9234107;MANTENIMIENTO Y REPARACION DE ALMACEN
9235101;ALQUILER LOCAL
9235102;ALQUILER ALMACEN VENTANILLA
9235103;ALQUILER ALMACEN GAMBETA
9235104;ALQUILER DE VEHICULOS
9235105;ALQUILER COMPUTADORA
9235106;ALQUILER DE FOTOCOPIADORA
9235107;ALQUILER DE CAFETERA
9235108;ALQUILER MONTACARGA
9235109;ALQUILER CONDESA
9235110;OTROS ALQUILERES
9236101;ENERGÍA ELÉCTRICA
9236102;AGUA
9237101;PUBLICACIONES, PUBLICIDAD EN PAGINA WEB
9237102;FERIAS, EXPOSICIONES Y CONVENCIONES
9237103;GASTOS HOTELES Y RESTAURANTES
9237104;ATENCION A CLIENTES Y PROVEEDORES
9237105;GASTOS DE REPRESENTACION EJECUTIVOS GERENCIA
9237106;MARKETING
9239101;SERVICIOS DE VIGILANCIA
9239102;SERVICIO DE COBRANZA
9239103;SERVICIO DE INDECOPI
9239104;SERVICIO DE TRANSPORTE DE PERSONAL
9239105;SELECCIÓN DE PERSONAL
9239106;OTROS SERVICIOS
9239107;OTROS GASTOS DE VENTAS
9239108;OTROS GASTOS DE ALMACEN
9241101;IMPUESTO GENERAL A LAS VENTAS
9242101;DERECHOS ADUANEROS POR VENTAS
9245101;ARBITRIOS LOCALES
9245102;LICENCIA MUNICIPAL
9245103;IMPUESTO PREDIAL
9245104;IMPUESTO ALCABALA
9246101;COTIZACIONES CON CARÁCTER DE TRIBUTO
9249101;EXCEDENTE REVALUACION
9249102;CAPITAL EXCEDENTE DE REVALUACION
9249103;CAPITALIZACION UTILIDADES
9249104;IMPUESTO AL VEHICULO
9249105;CONASEV
9249106;BOLETA DEL CONTADOR
9249107;CONTRIBUCION EXTRAORDINARIA
9249108;FONDO DE DEFENSA NACIONAL
9249109;AJUSTE POR INFLACION DL 561
9249110;AJUSTE BIENES PATRIMONIALES
9249111;I.T.F.
9249112;RENTA NO DOMICILIADO FACTURAS EXTERIOR
9249113;RENTA NO DOMICILIADO INTERESES
9249114;RENTA NO DOMICILIADOS
9251101;SEGUROS CONTRA INCENDIO
9251102;SEGURO CONTRA ROBO-ASALTO
9251103;SEGURO DE RESPONSABILIDA CIVIL
9251104;SEGURO TRANSPORTE DE MERCADERIA
9251105;SEGURO VEHICULOS
9251106;SEGURO ACCIDENTES INDIVIDUALES
9251107;SEGURO VIDA LEY 4916
9251108;SEGURO MEDICO FAMILIAR ONCOSALUD
9251109;SEGURO DE ACTIVOS FIJOS
9251110;SEGUROS COMPLEMENTARIO TRABAJO DE RIESGO
9251111;SEGURO ASISTENCIA MEDICA PRACTICANTES
9251112;SEGUROS MULTIRIESGO
9252101;REGALÍAS
9253101;SUSCRIPCIONES Y COTIZACIONES
9254101;LICENCIAS Y DERECHOS DE VIGENCIA
9255101;INVERSIONES INMOBILIARIAS
9255102;ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO
9255103;INMUEBLES, MAQUINARIA Y EQUIPO
9255104;INTANGIBLES
9256101;UTILES ESCRITORIO-ADMINISTRACION
9256102;FOTOCOPIAS Y ANILLADOS
9256103;UTILES COMPUTADORA
9256106;COMBUSTIBLE DIESES CAMIONES
9256107;GASOLINA VEHÍCULOS
9256108;COMBUSTIBLE MONTACARGAS
9257101;GASTOS DE INVESTIGACIÓN Y DESARROLLO
9259101;DONACIONES
9259102;GASTOS DESPACHO FERIA-ADUANA
9259103;UTILES DE ASEO-LIMPIEZA
9259104;UTILES DE ALMACEN
9259105;COMPRA PALETAS
9259106;COMPRA EQUIPOS MENORES
9259107;UTILES DE LABORATORIO
9259108;ESPECIE VALORADA
9259109;OPCION DE COMPRA DE LEASING
9259110;GASTOS ESTACIONAMIENTO Y PEAJES
9259111;GASOLINA
9259112;MOVILIDAD
9259113;COMBUSTIBLE MONTACARGA
9259114;GASTOS CON BOLETAS DE VENTA
9259115;OTRAS CARGAS DIVERSAS DE GESTION
9259116;COSTO MUESTRAS
9259117;POR REGULARIZACION DE INVENTARIO
9259118;GASTOS POR PROYECTO
9259119;GASTOS POR SERVICIOS POLITHANE
9259120;MULTAS
9259121;GASTOS POR SERVICIOS LTI
9281101;DEPRECIACIÓN DE INVERSIONES INMOBILIARIAS
9281201;DEPRECIACIÓN DE EDIFICACIONES ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO
9281301;EDIFICACIONES
9281302;INSTALACIONES
9281303;MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN
9281304;EQUIPO DE TRANSPORTE
9281305;MUEBLES Y ENSERES
9281306;EQUIPOS DIVERSOS
9281307;HERRAMIENTAS Y UNIDADES DE REEMPLAZO
9282101;AMORTIZACIÓN DE INTANGIBLES ADQUIRIDOS
9284101;ESTIMACIÓN DE CUENTAS DE COBRANZA DUDOSA
9284201;DESVALORIZACIÓN DE EXISTENCIAS
9284301;DESVALORIZACIÓN DE INVERSIONES INMOBILIARIAS
9286101;PROVISIÓN PARA LITIGIOS
9286102;OTRAS PROVISIONES
9421101;SUELDOS
9421201;COMISIONES
9421301;REMUNERACIONES EN ESPECIE
9421401;GRATIFICACIONES
9421402;GRATIFICACIONES EXTRAORDINARIAS
9421501;VACACIONES
9422101;BONIFICACIÓN ESPECIAL
9422102;PRACTICAS PRE-PROFESIONALES
9422103;GRATIFICACION EXTRAORDINARIA
9422104;INCENTIVOS
9422105;OTRAS REMUNERACIONES
9423101;INDEMNIZACIONES AL PERSONAL
9424101;CAPACITACIÓN
9425101;ATENCIÓN AL PERSONAL
9425102;EVENTOS PARA EL PERSONAL
9425103;MOVILIDAD VIATICOS
9425104;OTRAS CARGAS DEL PERSONAL
9427101;ESSALUD
9427102;SEGUROS DE PERSONAL
9427103;IES
9427104;SEGURO DE VIDA
9427105;SEGUROS PARTICULARES DE PRESTACIONES DE SALUD - EPS Y OTROS PARTICULARES
9427201;RÉGIMEN DE PENSIONES - APORTE DE EMPRESA
9427301;SEGURO COMPLEMENTARIO DE TRABAJO DE RIESGO, ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES
9427401;SEGURO DE VIDA
9427501;SEGUROS PARTICULARES DE PRESTACIONES DE SALUD – EPS Y OTROS PARTICULARES
9427701;CONTRIBUCIONES AL SENATI
9428101;REMUNERACIONES AL DIRECTORIO
9429101;COMPENSACIÓN POR TIEMPO DE SERVICIO
9429201;PENSIONES Y JUBILACIONES
9429301;OTROS BENEFICIOS POST-EMPLEO
9429411;PARTICIPACIÓN CORRIENTE
9429421;PARTICIPACIÓN DIFERIDA
9431101;TRANSPORTE DE MERCADERÍA
9431102;GASTOS ALMACEN GAMBETA
9431103;GASTOS ALMACEN VENTANILLA
9431104;GASTOS DE ALMACEN SOLDEXA
9431105;GASTOS DE ALMACEN AREQUIPA
9431106;GASTOS DE ALMACEN CONDESA
9431107;GASTOS DE ALMACEN TISUR
9431108;GASTOS DE ALMACEN PIURA
9431109;GASTOS DE ALMACENES VARIOS
9431110;MOVILIDAD ADMINISTRACION
9431111;MOVILIDAD OUTSORCING MKT
9431112;GASTOS VIAJES NACIONALES
9431113;GASTOS VIAJES INTERNACIONALES
9431121;MOVILIDAD PERSONAL COMERCIAL
9431122;MOVILIDAD PERSONAL ADMINISTRATIVO
9431123;MOVILIDAD PERSONAL OPERATIVO
9431131;VEHÍCULOS DE CARGA
9431132;VEHÍCULOS ADMINISTRATIVOS
9431133;MONTACARGAS
9431141;VEHÍCULOS DE CARGA
9431142;VEHÍCULOS ADMINISTRATIVOS
9431201;CORREOS
9431202;TELÉFONO FIJO
9431203;TELÉFONO MOVIL
9431204;NEXTEL
9431205;MENSAJERIA Y COURRIER
9431206;OTROS GASTOS TELECOMUNICACIONES
9431207;INTERNET
9431301;GASTOS VIAJES NACIONALES
9431302;GASTOS VIAJES INTERNACIONALES
9431401;GASTOS VIAJES NACIONALES
9431402;GASTOS VIAJES INTERNACIONALES
9431501;GASTOS VIAJES NACIONALES
9431502;GASTOS VIAJES INTERNACIONALES
9432101;ASESORIA FINANCIERA
9432102;COMISIONES
9432103;GASTOS NOTARIALES Y REGISTRALES
9432104;SERV.EMPASTES DE LIBROS
9432105;ASESORIA CONTABLE
9432106;ASESORIA TRIBUTARIA
9432107;AUDITORIA
9432108;ASESORIA COMERCIAL
9432109;INVESTIGACION DE MERCADO
9432110;ANALISIS DE PRODUCTOS QUIMICOS
9432111;ASESORIA LEGAL
9432112;ASESORIA LOGISTICA Y GESTION
9432113;ASESORIA POR DESARROLLO ORGANIZACIONAL
9432114;ASESORIA POR PLANEAMIENTO ESTRATÉGICO
9432115;CERTIFICACION
9432116;SERVICIOS ADMINISTRATIVOS
9432117;OTROS GASTOS LEGALES
9432201;ASESORIA TRIBUTARIA
9432202;ASESORIA LEGAL
9432203;GASTOS NOTARIALES Y REGISTRALES
9432204;OTROS GASTOS LEGALES
9432301;ASESORIA CONTABLE
9432302;AUDITORIA
9432401;INVESTIGACION DE MERCADO
9432901;OTROS SERVICIOS
9433101;PRODUCCIÓN ENCARGADA A TERCEROS
9434101;MANTENIMIENTO MAQUINARIA Y MOBILIARIO
9434102;MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE COMPUTO
9434103;SERVICIO TECNICO Y SOPORTE
9434104;MANTENIMIENTO Y REPARACIÓN DE VEHICULOS
9434105;MANTENIMIENTO Y REPARACIÓN DE LOCAL
9434106;MANTENIMIENTO DE MONTACARGA
9434107;MANTENIMIENTO Y REPARACION DE ALMACEN
9434121;GASTOS ALMACEN DE AREQUIPA
9434211;MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE COMPUTO
9434212;MANTENIMIENTO Y REPARACIÓN DE VEHICULOS
9434213;MANTENIMIENTO DE MONTACARGA
9434221;MANTENIMIENTO Y REPARACIÓN DE LOCAL
9434222;MANTENIMIENTO Y REPARACION DE ALMACEN
9434312;MANTENIMIENTO BALANZA
9434313;MANTENIMIENTO APILADOR
9434321;MANTENIMIENTO Y REPARACION DE EQUIPOS Y OTROS
9434332;MANTENIMIENTO Y REPARACIÓN DE VEHICULOS
9434341;MANTENIMIENTO Y REPARACIÓN DE LOCAL
9434351;GASTOS ALMACEN GAMBETA
9434352;GASTOS ALMACEN VENTANILLA
9434353;GASTOS DE ALMACEN AREQUIPA
9434354;GASTOS DE ALMACEN PIURA
9434355;GASTOS DE ALMACENES VARIOS
9435101;ALQUILER LOCAL
9435102;ALQUILER ALMACEN VENTANILLA
9435103;ALQUILER ALMACEN GAMBETA
9435104;ALQUILER DE VEHICULOS
9435105;ALQUILER COMPUTADORA
9435106;ALQUILER DE FOTOCOPIADORA
9435107;ALQUILER DE CAFETERA
9435108;ALQUILER MONTACARGA
9435109;ALQUILER CONDESA
9435110;OTROS ALQUILERES
9435201;ALQUILER LOCAL
9435202;ALQUILER ALMACEN RANSA
9435203;ALQUILER ALMACEN CAROLINA
9435301;ALQUILER MONTACARGA
9435401;ALQUILER DE VEHICULOS
9435402;OTROS ALQUILERES
9435501;MUEBLES Y ENSERES
9435601;ALQUILER COMPUTADORA
9435602;ALQUILER DE FOTOCOPIADORA
9435603;ALQUILER DE CAFETERA
9435604;OTROS ALQUILERES
9436101;ENERGÍA ELÉCTRICA
9436102;AGUA
9436201;GAS
9436301;AGUA
9436401;TELEFONIA FIJA
9436402;TELEFONIA MOVIL
9436501;INTERNET
9436601;RADIO
9436701;CABLE
9437101;PUBLICIDAD, PUBLICACIONES
9437102;FERIAS, EXPOSICIONES Y CONVENCIONES
9437103;GASTOS HOTELES Y RESTAURANTES
9437104;ATENCION A CLIENTES Y PROVEEDORES
9437105;GASTOS DE REPRESENTACION EJECUTIVOS GERENCIA
9437106;MARKETING
9437301;GASTOS DE REPRESENTACION EJECUTIVOS GERENCIA
9437302;ATENCION A CLIENTES Y PROVEEDORES
9439101;SERVICIOS DE VIGILANCIA
9439102;SERVICIO DE COBRANZA
9439103;SERVICIO DE INDECOPI
9439104;SERVICIO DE TRANSPORTE DE PERSONAL
9439105;SELECCIÓN DE PERSONAL
9439106;OTROS SERVICIOS
9439107;OTROS GASTOS DE VENTAS
9439108;OTROS GASTOS DE ALMACEN
9439201;ANALISIS DE PRODUCTOS QUIMICOS
9439301;SERVICIOS DE VIGILANCIA
9439302;SERVICIO DE COBRANZA
9439303;SELECCIÓN DE PERSONAL
9439304;SERVICIO DE ALMACENAMIENTO
9439305;SERVICIO DE MOVIMIENTO DE CARGA
9439306;OTROS CARGAS DIVERSAS
9439307;OTROS GASTOS DE VENTAS
9439308;OTROS GASTOS DE ALMACEN
9441101;IMPUESTO GENERAL A LAS VENTAS
9441102;IMPUESTO GENERAL A LAS VENTAS NO DOMICILIADO
9441103;IMPUESTO SELECTIVO AL CONSUMO
9441201;I.T.F
9441301;IMPUESTO TEMPORAL A LOS ACTIVOS NETOS
9441401;IMPUESTO A LOS JUEGOS DE CASINO Y MÁQUINAS TRAGAMONEDAS
9441501;REGALÍAS MINERAS
9441601;CÁNONES
9441901;RENTA NO DOMICILIADOS
9442101;DERECHOS ADUANEROS POR VENTAS
9443101;Impuesto Predial Gambeta
9443102;Impuesto Predial Ventanilla
9443103;Impuesto Predial  Piura
9443104;Impuesto Predial Arequipa
9443201;Arbitrios Gambeta
9443202;Arbitrios Ventanilla
9443203;Arbitrios Piura
9443204;Arbitrios Arequipa
9443301;IMPUESTO VEHICULAR
9443401;LICENCIA DE FUNCIONAMIENTO
9443901;OTROS
9444201;CONTRIBUCIÓN AL SENCICO
9444301;OTROS
9445101;ARBITRIOS LOCALES
9445102;LICENCIA MUNICIPAL
9445103;IMPUESTO PREDIAL
9445104;IMPUESTO ALCABALA
9445105;INTERESES EN DEUDA TRIBUTARIA
9445201;INTERESES - FRACCIONAMIENTO
9445301;MULTAS
9445401;COSTAS Y OTROS
9446101;COTIZACIONES CON CARÁCTER DE TRIBUTO
9449101;EXCEDENTE REVALUACION
9449102;CAPITAL EXCEDENTE DE REVALUACION
9449103;CAPITALIZACION UTILIDADES
9449104;IMPUESTO AL VEHICULO
9449105;CONASEV
9449106;BOLETA DEL CONTADOR
9449107;CONTRIBUCION EXTRAORDINARIA
9449108;FONDO DE DEFENSA NACIONAL
9449109;AJUSTE POR INFLACION DL 561
9449110;AJUSTE BIENES PATRIMONIALES
9449111;I.T.F.
9449112;RENTA NO DOMICILIADO FACTURAS EXTERIOR
9449113;RENTA NO DOMICILIADO INTERESES
9449114;RENTA NO DOMICILIADOS
9449115;IGV NO DOMICILIADO
9451101;SEGUROS CONTRA INCENDIO
9451102;SEGURO CONTRA ROBO-ASALTO
9451103;SEGURO DE RESPONSABILIDA CIVIL
9451104;SEGURO TRANSPORTE DE MERCADERIA
9451105;SEGURO VEHICULOS
9451106;SEGURO ACCIDENTES INDIVIDUALES
9451107;SEGURO VIDA LEY 4916
9451108;SEGURO MEDICO FAMILIAR ONCOSALUD
9451109;SEGURO DE ACTIVOS FIJOS
9451110;SEGUROS COMPLEMENTARIO TRABAJO DE RIESGO
9451111;SEGURO ASISTENCIA MEDICA PRACTICANTES
9451112;SEGUROS MULTIRIESGO
9451113;SEGUROS DE CUENTAS POR COBRAR
9452101;REGALÍAS
9453101;SUSCRIPCIONES
9454101;LICENCIAS Y DERECHOS DE VIGENCIA
9455101;INVERSIONES INMOBILIARIAS
9455102;ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO
9455103;INMUEBLES, MAQUINARIA Y EQUIPO
9455104;INTANGIBLES
9455111;INVERSIONES MOBILIARIAS
9455121;PROPIEDADES DE INVERSIÓN
9455131;ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO
9455141;PROPIEDAD, PLANTA Y EQUIPO
9455151;INTANGIBLES
9455161;ACTIVOS BIOLÓGICOS
9455211;PROPIEDADES DE INVERSIÓN
9455221;ACTIVOS POR DERECHO DE USO - ARRENDAMIENTO FINANCIERO
9455231;PROPIEDAD, PLANTA Y EQUIPO
9455241;INTANGIBLES
9455251;ACTIVOS BIOLÓGICOS
9456101;UTILES ESCRITORIO-ADMINISTRACION
9456102;FOTOCOPIAS Y ANILLADOS
9456103;UTILES COMPUTADORA
9456104;UTILES DE ASEO-LIMPIEZA
9456105;MATERIALES DE ALMACEN
9456106;COMBUSTIBLE DIESES CAMIONES
9456107;GASOLINA VEHÍCULOS
9456108;COMBUSTIBLE MONTACARGAS
9456109;COMPRA PALETAS
9456110;MATERIALES DE ENFERMERIA
9457101;GASTOS DE INVESTIGACIÓN Y DESARROLLO
9459101;DONACIONES
9459102;GASTOS DESPACHO FERIA-ADUANA
9459103;UTILES DE ASEO-LIMPIEZA
9459104;UTILES DE ALMACEN
9459105;COMPRA PALETAS
9459106;COMPRA EQUIPOS MENORES
9459107;UTILES DE LABORATORIO
9459108;ESPECIE VALORADA
9459109;OPCION DE COMPRA DE LEASING
9459110;GASTOS ESTACIONAMIENTO Y PEAJES
9459111;GASOLINA
9459112;MOVILIDAD
9459113;COMBUSTIBLE MONTACARGA
9459114;GASTOS CON BOLETAS DE VENTA
9459115;OTRAS CARGAS DIVERSAS DE GESTION
9459116;COSTO MUESTRAS
9459117;POR REGULARIZACION DE INVENTARIO
9459118;GASTOS POR PROYECTO
9459119;GASTOS POR SERVICIOS POLITHANE
9459120;MULTAS
9459121;GASTOS POR SERVICIOS LTI
